term,tfidf_sum,tfidf_avg_per_doc,doc_freq,idf,max_doc_tfidf
postpubescent,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
caucuses,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
one-third,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
fleets,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
revolutionizing,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
retroactively,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
copyrightable,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
compendium,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
slides,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
demotion,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
appointee,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
infant,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
potent,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
albuquerque,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
forfeited,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
rfis,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
subparts,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
donated,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
b-26-303,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
disallowed,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
succeeds,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
crewed,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
fellow,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
c-3,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
typing,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
highrisk,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
law-enforcement,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
states-origin,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
vendor-provided,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
deconfliction,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
reservoir,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
asd,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
poison,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
stats,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
woodland,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
formulas,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
methodical,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
groceries,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
should--,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
cat,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
citywide,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
ada,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
infractions,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
remanded,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
compulsory,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
lapse,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
nonprescription,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
electron,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
cost-of-living,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
pluripotent,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
higher-risk,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
boats,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
spares,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
distillation,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
roundtable,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
multi-service,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
shoulder-fired,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
yard,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
aeromedical,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
fast-41,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
secure-by-design,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
full-stack,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
donor,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
preceded,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
whistleblowers,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
explicability,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
adjutant,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
omics,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
stem-related,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
consultancies,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
repetition,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
testable,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
veterinary,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
collapse,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
stocks,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
subscriptions,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
postpone,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
visas,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
radioisotope,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
sensitivities,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
pseudonymization,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
frozen,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
mine,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
meter,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
coordinators,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
nextgen,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
nanoscale,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
activities--,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
agency--energy,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
licences,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
pai,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
pretraining,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
hypoxia,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
nccos,27.3040004295218,0.02687401617078917,2,6.82600010738045,13.6520002147609
perceptible,27.3040004295218,0.02687401617078917,2,6.82600010738045,20.478000322141348
jaic,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
expired,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
detain,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
manageability,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
granular,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
telephonic,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
exempts,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
exempting,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
par,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
acknowledgement,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
prima,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
facie,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
argument,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
arrive,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
groupings,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
partiality,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
needy,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
value-added,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
triaging,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
health-insurance,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
drafts,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
discontinued,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
redlining,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
trailers,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
prompting,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
nearby,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
system-specific,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
one-year,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
querying,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
conveniently,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
overseers,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
rights-respecting,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
expert-level,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
high-demand,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
cap,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
mentor,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
opacity,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
human-centred,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
wrong,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
norm,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
subdivided,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
influential,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
moderately,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
innovation-driven,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
weak,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
openings,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
orientations,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
relational,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
cross-sectoral,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
tasking,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
advantageous,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
high-tech,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
pension,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
epidemic,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
hot,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
pollutant,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
favourable,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
non-professional,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
inter-institutional,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
shaped,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
tradeoff,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
cyber-related,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
prefer,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
noisy,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
specialised,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
bullet,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
black-box,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
scale-up,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
attractive,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
reskilling,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
uncover,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
mined,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
contestation,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
prone,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
cooperatively,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
centering,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
multiparty,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
compilers,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
government-funded,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
sized,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
preventable,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
pedagogy,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
pooling,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
respectful,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
envoy,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
deterring,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
tolerances,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
tracker,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
localization,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
stealing,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
quick,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
morals,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
enjoyed,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
dividends,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
annotator,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
modal,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
david,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
dependability,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
transitively,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
syndicate,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
preempted,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
health-related,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
nomenclature,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
measurably,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
catastrophe,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
annotations,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
entry-level,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
proctoring,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
mismanagement,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
long-duration,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
patrons,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
untrue,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
unfilled,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
intra-,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
adviser,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
jumpstart,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
shell,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
operationalization,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
waves,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
dead,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
lawsuit,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
literate,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
depots,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
poll,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
observers,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
opts,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
tenets,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
caioc,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
waives,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
variance,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
fluid,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
nonmetallic,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
hair,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
hall,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
e-1,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
apportionment,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
orchestration,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
pathogenic,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
aeronautical,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
equities,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
escalated,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
configurable,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
malfunctions,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
egress,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
diligently,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
assures,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
publicization,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
suppress,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
contravenes,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
symptoms,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
las,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
bankruptcy,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
clad,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
solicitor,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
percentages,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
renovation,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
editorial,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
fettered,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
flagellation,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
museums,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
disk,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
rectal,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
sixteen,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
infection,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
referendum,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
contiguous,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
opioids,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
cracking,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
unemancipated,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
bribery,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
disregarded,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
pictorial,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
slight,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
photographing,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
genital-genital,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
anal-genital,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
sealed,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
tape,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
videoconference,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
judged,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
sponsorship,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
expeditionary,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
on-road,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
trailer,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
surety,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
roughly,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
disagreed,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
arranges,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
catalyzing,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
tune,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
firing,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
toll-free,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
ambiguous,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
contempt,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
demanded,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
mails,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
compelled,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
transcripts,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
respiratory,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
dependents,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
subcontracts,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
nurse,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
stabilization,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
twelfth,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
serial,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
separating,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
dimensional,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
revert,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
hourly,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
finder,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
includ-,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
imbalance,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
repression,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
risk-benefit,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
warranties,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
rulings,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
supplemented,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
suitably,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
prescriptive,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
slowing,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
unethical,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
internet-enabled,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
untargeted,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
abolished,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
impedes,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
facially,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
atypical,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
computer-assisted,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
redacts,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
intelligence-driven,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
counter-,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
noncompliant,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
delineation,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
awardee,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
seasons,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
interdependencies,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
restored,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
well-resourced,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
doctors,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
principally,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
bioinformatics,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
trees,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
contamination,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
reclamation,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
compares,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
highest-ranking,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
toys,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
self-service,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
materialize,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
tag,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
blogs,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
tone,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
sentences,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
scripted,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
journey,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
steward,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
vermont,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
prerequisites,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
autorefractor,26.153272139714677,0.025741409586333343,3,6.538318034928669,13.076636069857338
