AGORA ID,Official name,Casual name,Link to document,Authority,Collections,Most recent activity,Most recent activity date,Proposed date,Annotated?,Validated?,Primarily applies to the government,Primarily applies to the private sector,Short summary,Long summary,Tags,Summaries and tags may include unreviewed machine output,Official plaintext retrieved,Official plaintext source,Official plaintext unavailable/infeasible,Official pdf source,Official pdf retrieved,Number of segments created,Applications: Agriculture and resource extraction,"Applications: Arts, sports, leisure, travel, and lifestyle",Applications: Broadcasting and media production,Applications: Business services and analytics,Applications: Construction and field services,Applications: Consumer goods,Applications: Education,Applications: Energy and utilities,Applications: Finance and investment,Applications: Government: benefits and welfare,Applications: Government: judicial and law enforcement,Applications: Government: military and public safety,Applications: Government: other applications/unspecified,Applications: Manufacturing and process automation,"Applications: Medicine, life sciences and public health",Applications: Networking and telecommunications,"Applications: Sales, retail, and customer relations",Applications: Security,Applications: Transportation,Harms: Detrimental content,Harms: Discrimination,Harms: Ecological harm,Harms: Financial loss,Harms: Harm to health/safety,Harms: Harm to infrastructure,Harms: Harm to property,"Harms: Violation of civil or human rights, including privacy",Incentives: Access to business opportunities,Incentives: Civil liability,Incentives: Criminal liability,Incentives: Fines,Incentives: Imprisonment,Incentives: Subsidies,Risk factors: Bias,Risk factors: Interpretability and explainability,Risk factors: Privacy,Risk factors: Reliability,Risk factors: Reliability: Robustness,Risk factors: Safety,Risk factors: Security,Risk factors: Security: Cybersecurity,Risk factors: Security: Dissemination,Risk factors: Transparency,Strategies: Convening,Strategies: Disclosure,Strategies: Disclosure: About evaluation,Strategies: Disclosure: About incidents,Strategies: Disclosure: About inputs,Strategies: Disclosure: Accuracy thereof,Strategies: Disclosure: In deployment,Strategies: Disclosure: In standard form,Strategies: Evaluation,Strategies: Evaluation: Adversarial testing,Strategies: Evaluation: Conformity assessment,Strategies: Evaluation: External auditing,Strategies: Evaluation: Impact assessment,Strategies: Evaluation: Post-market monitoring,Strategies: Governance development,Strategies: Government study or report,Strategies: Government support,Strategies: Government support: AI workforce-related,Strategies: Government support: For R&D,Strategies: Input controls,Strategies: Input controls: Compute circulation,Strategies: Input controls: Compute use,Strategies: Input controls: Data circulation,Strategies: Input controls: Data use,"Strategies: Licensing, registration, and certification",Strategies: New institution,Strategies: Performance requirements,Strategies: Pilots and testbeds,Strategies: Tiering,Strategies: Tiering: Tiering based on domain of application,Strategies: Tiering: Tiering based on generality,Strategies: Tiering: Tiering based on impact,Strategies: Tiering: Tiering based on inputs,Strategies: Tiering: Tiering based on planning ability
997,"Farm, Food, and National Security Act of 2024, Title VII (""Research, Extension, and Related Matters""), Sec. 7208 (""Centers of Excellence"") ","Farm, Food, and National Security Act, Title VII (""Research and Extension""), Sec. 7208 (""Centers of Excellence"") ",https://www.congress.gov/bill/118th-congress/house-bill/8467,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-05-21,false,false,false,false,"Establishes centers of excellence for research on digital agriculture, including AI and remote sensing. Requires partnerships to enhance coordination and address agricultural challenges. Mandates annual reporting on projects, funding, and intellectual property actions. Extends program duration to 2029.","Mandates the Secretary of Agriculture to establish at least one center of excellence to conduct research, extension, and education activities.

Designates eligible host institutions, including land-grant colleges and accredited veterinary schools, and requires geographic diversity in selection.

Limits each institution to host or co-host only one center at a time.

Requires partnerships with federal agencies, state governments, higher education institutions, and agricultural industry groups to enhance coordination and cost-effectiveness.

Focuses on multiple areas, including digital agriculture, artificial intelligence, agricultural biosecurity, cybersecurity, precision agriculture technologies, biotechnology, and crop protection.

Prohibits using funds for new construction or facility alterations.

Requires an annual report on projects, funding, institutional participation, cost-sharing, and intellectual property actions to relevant Congressional committees.

Expands the number of centers from 3 to 8 and extends the program's authorization to 2029.",,true,2024-06-06,https://www.congress.gov/bill/118th-congress/house-bill/8467/text#toc-H689458463A6A4EE49D1D5A139B452829,false,,,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1009,"Kids Online Safety Act, Title II (Filter Bubble Transparency)","Kids Online Safety Act, Title II (Filter Bubble Transparency)",https://www.congress.gov/bill/118th-congress/house-bill/7891/text,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-04-09,true,false,false,true,Requires platforms using opaque algorithms to notify users about their use and data application and mandates the option to switch to input-transparent algorithms. ,"Requires online platforms using opaque algorithms to provide users with clear notice about the use of such algorithms and how user-specific data is utilized. 

Mandates platforms to allow users to easily switch between opaque algorithms and input-transparent algorithms. Prohibits differential pricing or service denial based on a user's choice to use an input-transparent algorithm.

Empowers the Federal Trade Commission (FTC) to enforce these requirements as violations of unfair or deceptive practices under the Federal Trade Commission Act. 

Ensures that trade secrets, confidential business information, or privileged data are not required to be disclosed. Preserves the ability of platforms to allow users to personalize content restrictions and interactions.",Risk factors: Interpretability and explainability;Strategies: Disclosure;Strategies: Disclosure: In deployment;Strategies: Disclosure: About inputs,false,2024-06-08,https://www.congress.gov/bill/118th-congress/house-bill/7891/text,false,,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1016,"Border Act of 2024, General Provisions Title","Border Act of 2024, General Provisions Title",https://www.congress.gov/bill/118th-congress/senate-bill/4361/text,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-05-16,false,false,false,false,Allocates $170 million for autonomous surveillance towers using AI for border security. Requires open competition for AI-enhanced non-intrusive inspection technology. Defines autonomous systems as those using AI to identify items of interest. Requires quarterly updates on AI technology impacts.,"Allocates $170,000,000 for the procurement and deployment of autonomous surveillance tower systems using AI for border security.

Prohibits the use of funds for non-autonomous border security technology.

Defines ""autonomous"" systems as those utilizing sensors, onboard computing, and AI for identification.

Mandates quarterly reports on the performance and impact of border security technologies, including AI-driven non-intrusive inspection technology.

Requires acquisition of innovative technologies through open competition, integrating AI and machine learning to improve performance.

Obliges U.S. Customs and Border Protection to submit detailed expenditure plans for autonomous systems, including deployment timelines and sustainment costs.

Instructs the Secretary of Homeland Security to conduct cost-benefit analyses before requesting Department of Defense assistance for border operations, including AI technology impacts.",,true,2024-06-09,https://www.congress.gov/bill/118th-congress/senate-bill/4361/text,false,,,25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1014,"Government Surveillance Reform Act of 2023, Title VII (Protection of Car Data from Warrantless Searches)","Government Surveillance Reform Act of 2023, Title VII (Protection of Car Data from Warrantless Searches)",https://www.congress.gov/bill/118th-congress/senate-bill/3234,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-11-07,true,false,false,true,"Prohibits law enforcement from accessing vehicle data without a warrant, except with operator consent or in emergencies. ","Prohibits law enforcement from accessing vehicle data without a warrant, except with operator consent or in emergencies. 

Defines ""covered vehicle data"" to include all onboard and telematics data in noncommercial vehicles, excluding certain data types like automotive software and geolocation data for traffic enforcement.
Prohibits the use of any vehicle data obtained in violation of these provisions as evidence in any legal proceedings. Amends the Driver Privacy Act of 2015 to align with these new restrictions on accessing vehicle data.",,false,2024-06-09,https://www.congress.gov/bill/118th-congress/senate-bill/3234/text,false,,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1011,"Community and Hydropower Improvement Act, Sec. 4 (Approach to Environmental Review)","Community and Hydropower Improvement Act, Sec. 4 (Approach to Environmental Review)",https://www.congress.gov/bill/118th-congress/senate-bill/1521,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-05-10,false,false,false,false,Amends the Energy Policy Act to require the Federal Energy Regulatory Commission to collaborate with agencies and tribes for environmental assessments. Considers project effects and requires use of open-source models. Evaluates impacts on grid reliability and energy prices.,"Amends Section 2403 of the Energy Policy Act of 1992 to enhance environmental review procedures.

Requires the Federal Energy Regulatory Commission (FERC) to cooperate with federal, state, local agencies, and Indian Tribes in preparing environmental assessments or impact statements.

Mandates consideration of ongoing and reasonably foreseeable environmental effects of projects, excluding nonrecurring past effects.

Obliges FERC and cooperating entities to evaluate impacts on fish species and consider appropriate mitigation strategies.

Encourages the use of open-sourced technical models for environmental impact assessments, ensuring their validity and accessibility while protecting intellectual property and proprietary data.

Directs FERC to account for hydrologic alterations over the project license term and assess their impacts on public uses and regional benefits.

Necessitates consideration of innovative solutions and emerging technologies to meet regulatory responsibilities cost-effectively.

Requires periodic technical conferences to evaluate new methodologies and technologies for environmental impact quantification.

Stipulates precise citation of evidence in environmental review records to support findings on material facts.",,true,2024-06-09,https://www.congress.gov/bill/118th-congress/senate-bill/1521/text,false,,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1010,"A Stronger Workforce for America Act, Chapter 3 (Performance Accountability)","A Stronger Workforce for America Act, Chapter 3 (Performance Accountability)",https://www.congress.gov/bill/118th-congress/house-bill/6655,United States Congress,U.S. federal laws,Defunct,2025-01-03,2023-12-07,true,false,true,false,Amends the Workforce Innovation and Opportunity Act to allow states to use machine learning and advanced analytics in the improvement of state program operations and outcomes.,Amends the Workforce Innovation and Opportunity Act to allow states to use machine learning and advanced analytics in the improvement of state program operations and outcomes.,Applications: Government: other applications/unspecified;Strategies: Government support,false,2024-06-09,https://www.congress.gov/bill/118th-congress/house-bill/6655/text,false,,,7,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1197,Lummis-Gillibrand Payment Stablecoin Act (Sec. 1-3),Lummis-Gillibrand Payment Stablecoin Act (Sec. 1-3),https://www.congress.gov/bill/118th-congress/senate-bill/4155/text,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-04-17,false,false,false,false,Prohibits issuing algorithmic payment stablecoins. Requires registration or authorization for issuing payment stablecoins in the U.S. Limits issuance by non-depository trust companies to $10 billion. Establishes safe harbors for limited issuance and foreign regulatory equivalence. Adjusts thresholds for inflation.,"Prohibits any person from issuing, creating, or originating an algorithmic payment stablecoin in the United States.

Mandates that payment stablecoins can only be issued by a registered non-depository trust company with a limit on nominal value or an authorized depository institution as a national payment stablecoin issuer.

Prohibits the offer or sale of payment stablecoins in the United States except by a U.S. person living in the U.S.

Requires the Board to adjust the issuance threshold for inflation every four years.

Directs the Board to establish safe harbor regulations, allowing limited issuance of payment stablecoins under specific conditions and fostering innovation and competition.

Allows safe harbor status for issuers regulated by equivalent foreign authorities.

Intends the section to have extraterritorial effect, extending its reach beyond U.S. borders.",,true,2024-09-25,https://www.congress.gov/bill/118th-congress/senate-bill/4155/text,false,,,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1276,"To amend the Communications Act of 1934 to establish technical and procedural standards for artificial or prerecorded voice systems created through generative artificial intelligence, and for other purposes.","To amend the Communications Act of 1934 to establish technical and procedural standards for artificial or prerecorded voice systems created through generative artificial intelligence, and for other purposes.",https://www.congress.gov/bill/118th-congress/house-bill/8939/text,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-07-08,false,false,false,false,"Amends the Communications Act of 1934 to include technical and procedural standards for artificial or prerecorded voice systems, specifically addressing generative AI technologies like voice cloning.","Amends the Communications Act of 1934 to establish standards for artificial or prerecorded voice systems created through generative AI.

Includes technologies such as voice cloning and other subsequent technologies as deemed appropriate by the Commission.

Inserts these standards into Section 227(d)(3) to ensure compliance with the updated regulatory framework.",,true,2024-10-24,https://www.congress.gov/bill/118th-congress/house-bill/8939/text,false,,,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1280,Securing Elections From AI Deception Act,Securing Elections From AI Deception Act,https://www.congress.gov/bill/118th-congress/house-bill/8858/text,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-06-27,true,true,false,true,Prohibits the use of AI to interfere with elections and deprive individuals of the right to vote. Mandates disclaimers on election-related AI-generated content. ,"Prohibits developers and deployers from using AI to intentionally deceive or defraud individuals of their voting rights in federal, state, or local elections.

Requires election-related AI-generated content to include disclaimers, informing the public that the content was created using AI.

Mandates developers to provide mechanisms ensuring such disclaimers are permanent or difficult to remove.

Directs the Federal Trade Commission (FTC) to issue regulations on disclaimer requirements and enforce compliance.

Obliges developers and deployers to ensure their algorithms meet safety and efficiency standards as outlined. ","Harms: Violation of civil or human rights, including privacy;Harms: Detrimental content;Incentives: Fines;Incentives: Imprisonment;Risk factors: Transparency;Strategies: Disclosure;Strategies: Disclosure: In deployment;Strategies: Disclosure: In standard form;Strategies: Governance development;Incentives: Civil liability;Strategies: Government study or report;Risk factors: Safety;Risk factors: Reliability;Incentives: Civil liability;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Evaluation: Conformity assessment;Strategies: Evaluation: Post-market monitoring",false,2024-10-02,https://www.congress.gov/bill/118th-congress/house-bill/8858/text,false,,,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1303,Promoting Responsible Evaluation and Procurement to Advance Readiness for Enterprise-wide Deployment for Artificial Intelligence Act,PREPARED for AI Act,https://www.congress.gov/bill/118th-congress/senate-bill/4495/text,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-06-11,true,false,true,false,"Establishes a Chief Artificial Intelligence Officers Council. Mandates risk classification for AI use. Prohibits specific AI activities, including emotion detection. Directs procurement updates. Requires AI risk evaluation and monitoring. Stipulates documentation and transparency. Establishes annual reporting. Prohibits high-risk AI uses.","Requires the establishment of a Chief Artificial Intelligence Officers Council to coordinate AI use in federal agencies.

Mandates agencies to develop risk classification systems for AI use cases, categorizing them as unacceptable, high, medium, or low risk.

Prohibits AI use for certain activities, such as mapping facial features for emotion detection or categorizing individuals based on biometric data for sensitive traits.

Directs updates to the Federal Acquisition Regulation to ensure AI procurement includes risk and impact assessments.

Requires agencies to implement processes for evaluating AI risks and to conduct ongoing monitoring, especially for high-risk use cases.

Stipulates comprehensive documentation and transparency requirements for AI models and data.

Establishes annual reporting protocols for obstacles in AI testing and evaluation, promoting interagency collaboration to address challenges.

Prohibits the use of AI for certain high-risk applications and mandates public disclosure of AI inventories and risk classifications.","Harms: Harm to health/safety;Harms: Harm to infrastructure;Harms: Violation of civil or human rights, including privacy;Harms: Ecological harm;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Risk factors: Safety;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Convening;Risk factors: Safety;Risk factors: Privacy;Risk factors: Security;Strategies: Evaluation: Post-market monitoring;Harms: Ecological harm;Strategies: Disclosure;Strategies: Disclosure: About incidents;Strategies: Tiering;Strategies: Tiering: Tiering based on impact;Strategies: Disclosure: In deployment;Strategies: Disclosure: About inputs;Strategies: Tiering: Tiering based on inputs;Strategies: Disclosure: About evaluation;Strategies: Government support;Strategies: New institution;Strategies: Convening;Strategies: Government support;Strategies: Governance development;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Disclosure;Strategies: Disclosure: About incidents;Strategies: Government study or report;Risk factors: Safety;Risk factors: Security;Risk factors: Bias;Risk factors: Reliability;Risk factors: Transparency;Harms: Violation of civil or human rights, including privacy;Harms: Discrimination;Strategies: Evaluation;Strategies: Governance development;Strategies: Government support: For R&D;Strategies: Convening;Strategies: Input controls;Strategies: Input controls: Data use;Strategies: Input controls: Data circulation;Strategies: Performance requirements;Strategies: Evaluation: Post-market monitoring;Strategies: Government support: AI workforce-related;Strategies: Evaluation: Impact assessment;Strategies: Evaluation: Conformity assessment;Strategies: Governance development;Harms: Violation of civil or human rights, including privacy;Risk factors: Privacy;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Tiering;Strategies: Tiering: Tiering based on impact;Strategies: Tiering: Tiering based on domain of application;Risk factors: Safety;Harms: Harm to health/safety;Harms: Ecological harm;Applications: Medicine, life sciences and public health;Applications: Consumer goods;Applications: Construction and field services;Applications: Government: benefits and welfare;Applications: Finance and investment;Risk factors: Transparency;Strategies: Disclosure;Strategies: Disclosure: About evaluation;Strategies: Disclosure: In standard form;Harms: Harm to property;Harms: Harm to infrastructure;Strategies: Governance development;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Evaluation: Post-market monitoring;Risk factors: Privacy;Risk factors: Safety;Harms: Harm to health/safety;Harms: Violation of civil or human rights, including privacy;Harms: Ecological harm;Strategies: Convening;Strategies: Disclosure;Strategies: Disclosure: About evaluation;Strategies: Licensing, registration, and certification;Strategies: Disclosure: About inputs;Strategies: Input controls: Compute use;Strategies: Input controls: Data use;Strategies: Input controls: Data circulation;Risk factors: Interpretability and explainability;Harms: Detrimental content;Risk factors: Security;Strategies: Performance requirements;Strategies: Evaluation: Conformity assessment;Risk factors: Security: Cybersecurity;Harms: Violation of civil or human rights, including privacy;Risk factors: Privacy;Strategies: Evaluation;Strategies: Evaluation: Conformity assessment;Strategies: Government support: AI workforce-related;Strategies: Evaluation: Post-market monitoring;Risk factors: Reliability;Risk factors: Safety;Risk factors: Security;Strategies: Disclosure;Strategies: Disclosure: About inputs;Risk factors: Interpretability and explainability;Strategies: Governance development;Strategies: Government study or report;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Evaluation: Post-market monitoring;Strategies: Governance development;Strategies: Tiering;Strategies: Tiering: Tiering based on impact;Strategies: Disclosure;Strategies: Disclosure: About evaluation;Risk factors: Safety;Harms: Violation of civil or human rights, including privacy;Harms: Harm to infrastructure;Risk factors: Security;Harms: Discrimination;Harms: Violation of civil or human rights, including privacy;Strategies: Governance development;Strategies: Government support: For R&D;Strategies: Convening;Strategies: Governance development;Strategies: Pilots and testbeds;Strategies: Governance development;Strategies: Government support: For R&D;Strategies: Government study or report;Strategies: New institution;Strategies: Convening;Strategies: Government study or report;Strategies: Disclosure;Strategies: Disclosure: About inputs;Strategies: Disclosure: About evaluation;Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Disclosure: In standard form;Strategies: Governance development;Strategies: Tiering;Strategies: Tiering: Tiering based on impact",false,2024-09-28,https://www.congress.gov/bill/118th-congress/senate-bill/4495/all-actions,false,,,16,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,True,False
1258,Digital Social Platform Transparency Act,Digital Social Platform Transparency Act,https://www.congress.gov/bill/118th-congress/house-bill/9126,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-07-24,false,false,false,false,"Requires digital social companies to post and translate terms of service, including content moderation details, within 180 days. Mandates semiannual reports to the Attorney General on terms of service updates and content moderation practices. Imposes penalties for non-compliance.","Mandates digital social companies to post terms of service for each platform within 180 days, detailing contact information, content flagging processes, and potential actions like banning or demonetization.

Requires translation of terms into all supported languages.

Obligates companies to submit semiannual terms of service reports to the Attorney General, detailing content moderation practices and AI involvement, including flagged content statistics and appeal outcomes.

Establishes penalties up to $15,000 per day for non-compliance, managed by the Attorney General, who can take legal action.

Specifies the creation of a public repository of reports for transparency.

Excludes platforms limited to direct messaging or transactions from the Act's scope and protects end-to-end encryption.

Defines key terms and grants the Attorney General interpretive authority.

Ensures Act's obligations and penalties are additional to existing laws.",,true,2024-10-11,https://www.congress.gov/bill/118th-congress/house-bill/9126/all-actions,false,,,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1263,"To provide for citizen engagement on the development and adoption of Federal civilian agency use of artificial intelligence, and for other purposes.",Citizen Engagement on Development of Federal Civilian Agency Use of AI Act  ,https://www.congress.gov/bill/118th-congress/house-bill/9044,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-07-15,false,false,false,false,Requires the Secretary of Homeland Security to conduct listening sessions with various organizations on AI use by federal agencies. Encourages similar sessions by these entities. Mandates annual reports to Congress on public opinions about federal AI adoption.,"Mandates the Secretary of Homeland Security to conduct virtual and in-person listening sessions across the United States for discussing Federal civilian agency use of artificial intelligence.

Requires inclusion of diverse groups in these discussions, such as civil rights organizations, immigrant communities, and academia.

Encourages these groups to hold their own listening sessions and report back on AI development and adoption.

Obligates the Secretary of Homeland Security to submit a report to Congress within 240 days of enactment, and annually thereafter, detailing public attitudes and beliefs on Federal civilian agency use of AI.",,true,2024-10-15,https://www.congress.gov/bill/118th-congress/house-bill/9044/text,false,,,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1230,Unleashing AI Innovation in Financial Services Act,Unleashing AI Innovation in Financial Services Act,https://www.congress.gov/bill/118th-congress/house-bill/9309/text,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-08-06,false,false,false,false,"Establishes regulatory sandboxes for financial entities to test AI projects with reduced regulatory burden. Requires applications detailing compliance strategies, potential impacts, and public interest benefits. Mandates annual reports on outcomes and allows agencies to create additional AI project regulations post-approval.","Establishes regulatory sandboxes allowing financial entities to experiment with AI test projects under reduced regulatory burdens.

Requires financial entities to apply for sandbox participation by detailing their AI project, compliance strategies, and potential public benefits.

Mandates applications include risk assessments for systemic financial stability and national security.

Obligates financial regulatory agencies to review applications within 90 days, with provisions for approval, denial, or extension.

Allows joint applications by multiple entities and necessitates notification to all relevant regulatory bodies.

Stipulates data security measures for information provided by AI project sponsors.

Directs each financial regulatory agency to promulgate regulations, including modification procedures and confidentiality protocols, within 180 days of the Act’s enactment.

Mandates annual reporting to Congress on AI test project outcomes.

Permits regulatory agencies to establish additional AI projects as qualifying test projects after public consultation.",,true,2024-09-28,https://www.congress.gov/bill/118th-congress/house-bill/9309/text,false,,,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1287,Social Media and AI Resiliency Toolkits in Schools Act,SMART in Schools Act,https://www.congress.gov/bill/118th-congress/senate-bill/4614/text,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-06-20,true,false,true,false,"Mandates development and updates of AI and social media impact toolkits on youth. Requires stakeholder consultation. Specifies evidence-based content on digital resilience. Directs tailored guidance inclusion. Instructs dissemination through institutions. Authorizes $2,000,000 for implementation.","Mandates the Secretaries of Education and Health & Human Services to develop educational toolkits about artificial intelligence (AI) and social media's impact on youth.

Requires consultation with various relevant stakeholders, including students, parents & guardians, educators, administrators, and healthcare professionals, to develop the toolkits.

Specifies guidelines for each different type of toolkit, to be appropriately targeted to their multiple intended audiences: students, parents & guardians, educators, administrators, and healthcare professionals.

Directs the Secretaries to develop toolkit dissemination strategies, so that the resources reach their intended audiences.

Authorizes $2,000,000 for facilitating the dissemination of the toolkits.",Risk factors: Interpretability and explainability;Risk factors: Transparency;Harms: Detrimental content;Applications: Education;Risk factors: Interpretability and explainability;Risk factors: Transparency;Harms: Detrimental content;Strategies: Convening;Strategies: Government support;Applications: Education;Risk factors: Interpretability and explainability;Risk factors: Transparency;Harms: Detrimental content;Strategies: Government support;Strategies: Tiering;Applications: Education;Risk factors: Interpretability and explainability;Risk factors: Transparency;Harms: Detrimental content;Strategies: Government support;Strategies: Tiering;Applications: Education;Strategies: Government support;Applications: Education,false,2024-10-12,https://www.congress.gov/bill/118th-congress/senate-bill/4614/all-actions,false,,,5,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1231,Supporting Innovation in Agriculture Act of 2024,Supporting Innovation in Agriculture Act of 2024,https://www.congress.gov/bill/118th-congress/house-bill/9263,United States Congress,U.S. federal laws,Defunct,2025-01-03,2024-08-02,false,false,false,false,"Establishes a 30% tax credit for investments in innovative agricultural technology, including AI systems, precision agriculture, and controlled environment agriculture, effective for property construction starting after January 1, 2023. Defines eligible technology types and project criteria.","Establishes a 30% tax credit for investments in innovative agricultural technology projects.

Defines qualified property to include tangible personal property, software, and computer systems used in such projects.

Specifies that projects must be placed in service before December 31, 2035, and focus on precision or controlled environment agriculture.

Includes technologies such as AI, machine learning, robotics, and automated systems within the scope of eligible projects.

Allows taxpayers to elect a payment in lieu of the credit for qualifying projects.

Prohibits double benefits for projects also funded by certain federal grants.

Applies the amendments to property construction beginning after January 1, 2023.",,true,2024-10-22,https://www.congress.gov/bill/118th-congress/house-bill/9263/text,false,,,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
