node_id,node_type,label,agora_id,casual_name,link_to_document,most_recent_activity,most_recent_activity_date,jurisdiction,parent_authority,description,document_id,segment_position,summary,non_operative,not_ai_related,source_column
segment:1537_5,Segment,Segment 5,,,,,,,,,1537,5,Requires sealing and secure storage of exhibits depicting minors in sexually explicit conduct in criminal proceedings.,false,false,
segment:1537_6,Segment,Segment 6,,,,,,,,,1537,6,Requires return or destruction of explicit minor depictions pre-2012; prohibits defense claims for post-2012 offenses.,false,false,
segment:1537_7,Segment,Segment 7,,,,,,,,,1537,7,"Criminalizes knowingly disclosing fabricated intimate images without consent, exempting minors and certain protections for service providers.",false,false,
segment:1537_8,Segment,Segment 8,,,,,,,,,1537,8,Defines crime of disclosing intimate images; exempts certain minors and entities; outlines penalties and defenses.,false,false,
segment:1537_9,Segment,Segment 9,,,,,,,,,1537,9,"Defines terms for a legal chapter including ""child,"" ""consent,"" ""digitization,"" and ""fabricated intimate image.""",false,false,
segment:1537_10,Segment,Segment 10,,,,,,,,,1537,10,Establishes a cause of action for unauthorized disclosure of intimate images without consent.,false,false,
segment:1537_11,Segment,Segment 11,,,,,,,,,1537,11,Establishes a cause of action for harm from non-consensual disclosure of fabricated intimate images.,false,false,
segment:1537_12,Segment,Segment 12,,,,,,,,,1537,12,Exempts liability for good faith disclosure of intimate images in specific contexts and constitutional protections.,false,false,
segment:1537_13,Segment,Segment 13,,,,,,,,,1537,13,"Allows prevailing plaintiffs to recover damages, monetary gains, punitive damages, attorneys' fees, and additional relief.",false,false,
segment:1537_14,Segment,Segment 14,,,,,,,,,1537,14,"Amends RCW 7.110.060, setting a four-year limit for actions on unauthorized disclosures or threats.",false,false,
segment:1538_1,Segment,Segment 1,,,,,,,,,1538,1,"Defines synthetic media in campaigns, providing relief, and adds a new chapter to Title 42 RCW.",false,false,
segment:1538_2,Segment,Segment 2,,,,,,,,,1538,2,"Defines ""synthetic media"" as manipulated, realistic but false media affecting understanding. Permits candidates to seek legal remedies.",false,false,
segment:1538_3,Segment,Segment 3,,,,,,,,,1538,3,"Holds electioneering communication sponsors liable, not mediums, unless they alter or remove required disclosures.",false,false,
segment:1538_4,Segment,Segment 4,,,,,,,,,1538,4,Requires the public disclosure commission to adopt rules; ensures act's provisions remain unaffected if deemed invalid.,false,false,
segment:1539_1,Segment,Segment 1,,,,,,,,,1539,1,Establishes a task force to assess AI use and advise the Washington legislature on related guidelines.,false,false,
segment:1539_2,Segment,Segment 2,,,,,,,,,1539,2,"Defines the executive committee's authority to form subcommittees and appoint diverse, expert members.",false,false,
segment:1539_3,Segment,Segment 3,,,,,,,,,1539,3,"Examines AI development and use, recommends legislation for safety, privacy, rights, and ethical guidelines.",false,false,
segment:1539_4,Segment,Segment 4,,,,,,,,,1539,4,"Addresses racial equity, civil liberties, public education, personhood protections, guidelines, remedies, and committee recommendations.",false,false,
segment:1539_5,Segment,Segment 5,,,,,,,,,1539,5,"Mandates the task force to meet, report findings, and ensure diverse representation with potential compensation.",false,false,
segment:1539_6,Segment,Segment 6,,,,,,,,,1539,6,"Defines artificial intelligence, generative AI, machine learning, and training data; expires June 30, 2027.",false,false,
segment:1543_1,Segment,Segment 1,,,,,,,,,1543,1,Declares prevention of AI-generated CSAM crucial and updates laws to prohibit obscene AI-created child exploitation images.,true,false,
segment:1543_2,Segment,Segment 2,,,,,,,,,1543,2,Defines AI as a machine-based system that can infer from inputs how to generate outputs that influence environments.,false,false,
segment:1543_3,Segment,Segment 3,,,,,,,,,1543,3,"Amends penalties for distributing obscene AI-generated content involving minors for commercial consideration or to adults, with severe fines and imprisonment.",false,false,
segment:1543_4,Segment,Segment 4,,,,,,,,,1543,4,"Criminalizes distributing AI-generated sexual content involving minors to minors and exempts law enforcement, educational, and other legitimate activities.",false,false,
segment:1543_5,Segment,Segment 5,,,,,,,,,1543,5,Amends Penal Code to penalize possessing obscene AI-generated child exploitation material with fines and imprisonment and specifies enhanced penalties for possessing certain sexual abuse material and for repeat offenders,false,false,
segment:1543_6,Segment,Segment 6,,,,,,,,,1543,6,"Specifies enhanced penalties for using government-owned computers, computer networks, or property for CSAM-related offenses and requires revenue from fines to support sexual assault investigator training and services for human trafficking victims.",false,false,
segment:1543_7,Segment,Segment 7,,,,,,,,,1543,7,"Becomes operative only if Senate Bill 1381 is enacted by January 1, 2025.",false,true,
segment:1544_1,Segment,Segment 1,,,,,,,,,1544,1,Intends to ensure intellectual property protection and amends laws on unauthorized use of deceased personalities’ likenesses.,false,false,
segment:1544_2,Segment,Segment 2,,,,,,,,,1544,2,"Imposes civil liability for producing or distributing a digital replica of a deceased person’s voice or likeness without consent, unless used for protected purposes such as news, satire, or biography.",false,false,
segment:1544_3,Segment,Segment 3,,,,,,,,,1544,3,"Establishes property rights as transferable, exercisable by assignees of deceased personalities' likeness rights and consent.",false,false,
segment:1544_4,Segment,Segment 4,,,,,,,,,1544,4,"Determines post-death rights to a deceased's estate, prioritizing spouse, children, then parents.",false,false,
segment:1544_5,Segment,Segment 5,,,,,,,,,1544,5,Terminates rights if deceased personality leaves no transferred rights or surviving persons. Prohibits damage recovery without registration.,false,false,
segment:1544_6,Segment,Segment 6,,,,,,,,,1544,6,"Clarifies exceptions to consent requirements for using a deceased personality’s likeness in news, public affairs, political content, or commercial media, and limits liability for media platforms lacking knowledge of unauthorized use.",false,false,
segment:1544_7,Segment,Segment 7,,,,,,,,,1544,7,States remedies are cumulative and additional to others. Allows enforcement by performers or contractual partners.,false,false,
segment:1545_1,Segment,Segment 1,,,,,,,,,1545,1,"Defines terms pertaining to artificial intelligence data transparency, including AI, developer, generative AI, and synthetic data generation.",false,false,
segment:1545_2,Segment,Segment 2,,,,,,,,,1545,2,"Mandates developers of generative AI systems, including parties that release a new system or make substantial modifications to a system, released on or after January 1, 2022 to publicly disclose training data documentation on their websites by January 1, 2026, and for each subsequent release, that includes dataset sources, characteristics, and modifications.",false,false,
segment:1545_3,Segment,Segment 3,,,,,,,,,1545,3,"Exempts developers from posting data documentation for AI systems used for security, aircraft operation in national airspace, or national security and defense provided they are only available to federal entities.",false,false,
segment:1549_1,Segment,Segment 1,,,,,,,,,1549,1,"Amends Section 35 to prioritize election-related cases until January 1, 2027, with potential extension.",false,false,
segment:1549_2,Segment,Segment 2,,,,,,,,,1549,2,"Amends procedural rules for election-related case prioritization, effective January 1, 2027.",false,false,
segment:1549_3,Segment,Segment 3,,,,,,,,,1549,3,Declares the need to prevent AI-powered disinformation and deepfakes to protect California election integrity.,false,false,
segment:1549_4,Segment,Segment 4,,,,,,,,,1549,4,"Prohibits distributing ads with deceptive content about candidates, officials, voting, or elections during specified periods.",false,false,
segment:1549_5,Segment,Segment 5,,,,,,,,,1549,5,Applies prohibition 120 days before elections. Allows legal action against deceptive content distribution. Exempts broadcasting stations and internet websites.,false,false,
segment:1549_6,Segment,Segment 6,,,,,,,,,1549,6,Exempts broadcasting stations and publications from liability if disclaimers accompany deceptive content.,false,false,
segment:1549_7,Segment,Segment 7,,,,,,,,,1549,7,"Defines terms related to election advertisements, communications, deepfakes, and materially deceptive content in California.",false,false,
segment:1549_8,Segment,Segment 8,,,,,,,,,1549,8,Enforces disclosures in advertisement language and allows severability of invalid provisions without affecting others.,false,false,
segment:1549_9,Segment,Segment 9,,,,,,,,,1549,9,Incorporates amendments if conditions met regarding enactment and effectiveness of concurrent bills amending Section 35.,false,false,
segment:1549_10,Segment,Segment 10,,,,,,,,,1549,10,"Determines operative conditions for amendments to Section 35, contingent on bill enactment and sequence.",false,false,
segment:1549_11,Segment,Segment 11,,,,,,,,,1549,11,"Declares urgency to counter AI-generated disinformation in upcoming elections, necessitating immediate act enactment.",false,false,
segment:1550_1,Segment,Segment 1,,,,,,,,,1550,1,"Defines AI literacy, digital citizenship, and media literacy for educational purposes in California's Education Code.",false,false,
segment:1550_2,Segment,Segment 2,,,,,,,,,1550,2,Requires the commission to consider incorporating media literacy and Model Library Standards in curriculum revisions post-2024.,false,true,
segment:1550_3,Segment,Segment 3,,,,,,,,,1550,3,"Directs the commission to consider incorporating AI literacy content into the mathematics, science, and history-social science curriculum frameworks and including AI literacy in the criteria for evaluating mathematics, science, and history-social science instructional materials after January 1, 2025.",false,false,
segment:1551_1,Segment,Segment 1,,,,,,,,,1551,1,"Clarifies the definition of ""artificial intelligence.""",false,false,
segment:1551_2,Segment,Segment 2,,,,,,,,,1551,2,"Defines a ""social media company"" as owning or operating platforms. Outlines ""social media platform"" criteria.",false,true,
segment:1551_3,Segment,Segment 3,,,,,,,,,1551,3,"Defines the term ""artificial intelligence"" as well as other terms related to education, including ""board of governors,"" ""chancellor’s office,"" and ""college.""",false,false,
segment:1551_4,Segment,Segment 4,,,,,,,,,1551,4,"Defines ""artificial intelligence"" as systems that infer from inputs how to influence environments and ""high-risk automated decision systems"" as a computational process that issues output intended to replace human discretionary decisionmaking in areas such as housing, education, and employment.",false,false,
segment:1551_5,Segment,Segment 5,,,,,,,,,1551,5,"Requires, by September 1, 2024, the California Department of Technology to inventory high-risk automated decision systems that currently are or may be used, developed, or procured by state agencies and submit an annual report on the inventory of high-risk systems to legislative committees until 2029.",false,false,
segment:1551_6,Segment,Segment 6,,,,,,,,,1551,6,"Defines terms related to the creation and tracking of misleading AI-generated material, including ""deepfake,"" ""digital content forgery,"" and ""digital content provenance and requires the Secretary of Government Operations to evaluate the impact of deepfakes, digital content forgery technologies, and digital content provenance on state governance and residents",false,false,
segment:1551_7,Segment,Segment 7,,,,,,,,,1551,7,"Requires the Secretary of Government Operations to create a plan to develop digital content provenance mechanisms and report to the Legislature on deepfake technology by October 1, 2024.",false,false,
segment:1551_8,Segment,Segment 8,,,,,,,,,1551,8,"Requires local agencies to disclose detailed subsidy information for warehouse distribution centers, ensuring public transparency.",false,true,
segment:1551_9,Segment,Segment 9,,,,,,,,,1551,9,"Requires local agencies to annually report on automation impacts, including AI, on jobs in warehouse distribution centers that are beneficiaries of economic development subsidies.",false,false,
segment:1551_10,Segment,Segment 10,,,,,,,,,1551,10,Requires local agencies to hold public hearings on a report that discusses AI's impact on jobs in warehouse distribution centers that are beneficiaries of economic development subsidies and submit the report to the Governor’s Office of Business and Economic Development for publication on a website.,false,false,
segment:1551_11,Segment,Segment 11,,,,,,,,,1551,11,"Defines ""artificial intelligence,"" ""disadvantaged worker,"" ""economic development subsidy,"" ""local agency,"" and ""warehouse distribution center.""",false,false,
segment:1552_1,Segment,Segment 1,,,,,,,,,1552,1,Requires AI-generated patient communications to include disclaimers and human contact instructions.,false,false,
segment:1552_2,Segment,Segment 2,,,,,,,,,1552,2,Exempts reviewed AI-generated communications by licensed health care providers from certain requirements and defines terms related to artificial intelligence.,false,false,
segment:1552_3,Segment,Segment 3,,,,,,,,,1552,3,"Subjects violations by health facilities, clinics, and physicians to enforcement mechanisms and jurisdiction of relevant medical boards.",false,false,
segment:1553_1,Segment,Segment 1,,,,,,,,,1553,1,"Requires health care service plans to establish written, medically grounded procedures for reviewing and approving, modifying, or denying requests for care, and mandates transparency through state filing and public disclosure.",false,true,
segment:1553_2,Segment,Segment 2,,,,,,,,,1553,2,Requires health plans to employ licensed medical or clinical directors and ensure service authorization decisions follow clinical standards and are made by qualified professionals.,false,true,
segment:1553_3,Segment,Segment 3,,,,,,,,,1553,3,Requires health plans to make timely decisions on medical necessity requests and communicate outcomes to providers.,false,true,
segment:1553_4,Segment,Segment 4,,,,,,,,,1553,4,"Requires prompt notification when authorization decisions are delayed, and mandates compliance evaluations with penalties for failure to meet review timeframes.",false,true,
segment:1553_5,Segment,Segment 5,,,,,,,,,1553,5,Requires health plans that use AI for utilization review or work with an entity that uses AI for utilization review to ensure that the AI is lawful; nondiscriminatory; based on clinical information; open to review; responsibly uses patient data; does not supplant health care provider decisionmaking; and does not cause harm to the enrollee.,false,false,
segment:1553_6,Segment,Segment 6,,,,,,,,,1553,6,"Prohibits health plans that use AI for utilization review from denying, delaying, or modifying health care services based on medical necessity and mandates that only licensed health care professionals make determinations of medical necessity by evaluating clinical issues on a case-by-case basis; clarifies that state departments may issue guidance to help implement federal rules regarding AI in healthcare; and requires a medical director to review and report on the health care service plan's compliance with requirements",false,false,
segment:1553_7,Segment,Segment 7,,,,,,,,,1553,7,Requires disability insurers to establish and disclose utilization review policies ensuring decisions align with clinical guidelines.,false,true,
segment:1553_8,Segment,Segment 8,,,,,,,,,1553,8,Requires insurers with 50% state coverage to employ licensed medical or clinical directors for service reviews.,false,true,
segment:1553_9,Segment,Segment 9,,,,,,,,,1553,9,"Requires insurers to disclose authorization processes and criteria, developed with practitioners, to stakeholders and the public.",false,true,
segment:1553_10,Segment,Segment 10,,,,,,,,,1553,10,Requires insurers to request only necessary medical information for determining authorization. Mandates timely decision-making and communication.,false,true,
segment:1553_11,Segment,Segment 11,,,,,,,,,1553,11,"Requires insurers to specify approved services and reasons for denied requests, including appeal procedures.",false,true,
segment:1553_12,Segment,Segment 12,,,,,,,,,1553,12,Requires disability insurers that use AI for utilization review or work with an entity that uses AI for utilization review to ensure that the AI is lawful; nondiscriminatory; based on clinical information; open to review; responsibly uses patient data; does not supplant health care provider decisionmaking; and does not cause harm to the enrollee.,false,false,
segment:1553_13,Segment,Segment 13,,,,,,,,,1553,13,"Prohibits disability insurers that use AI for utilization review from denying, delaying, or modifying health care services based on medical necessity and mandates that only licensed health care professionals make determinations of medical necessity by evaluating clinical issues on a case-by-case basis; and clarifies that state departments may issue guidance to help implement federal rules regarding AI in healthcare",false,false,
segment:1553_14,Segment,Segment 14,,,,,,,,,1553,14,Excludes disability insurers from being defined as health care providers under specified legal provisions.,false,true,
segment:1554_1,Segment,Segment 1,,,,,,,,,1554,1,Requires the Superintendent to convene a working group on AI in public schools for guidance development.,true,false,
segment:1554_2,Segment,Segment 2,,,,,,,,,1554,2,States that the Legislature declares an urgent need for guidance regarding the use of AI in education to benefit and protect pupils and educators and defines terms including artificial intelligence and educator.,false,false,
segment:1554_3,Segment,Segment 3,,,,,,,,,1554,3,"Directs the Superintendent to convene a working group to develop guidance and a model policy for safe AI use in education and requires the working group to consist of certain stakeholders, including public school teachers and schoolsite administrators.",false,false,
segment:1554_4,Segment,Segment 4,,,,,,,,,1554,4,"Requires the working group to assess AI use in education, conduct at least three public meetings for stakeholder feedback, detail current uses of AI in educational settings, develop guidance and a model policy on the safe and effective use of AI in education, identify other ways in which the state can promote best practices for AI use in education, and report findings and recommendations to the Legislature by January 1, 2027.",false,false,
segment:1554_5,Segment,Segment 5,,,,,,,,,1554,5,"Directs the department to post on its internet website guidance and model policy related to the safe use of AI in education. Dissolves the working group upon report submission and repeals provisions by January 1, 2031.",false,false,
segment:1555_1,Segment,Segment 1,,,,,,,,,1555,1,Expands child pornography laws to include AI-generated content; mandates no reimbursement for local agency costs.,true,false,
segment:1555_2,Segment,Segment 2,,,,,,,,,1555,2,"Prohibits the production, distribution, or possession of obscene AI-generated images in the state of California that depict minors engaging in sexual conduct; exempts law enforcement, educational, and other legitimate activities.",false,false,
segment:1555_3,Segment,Segment 3,,,,,,,,,1555,3,"Imposes fines and imprisonment for developing or exchanging child sexual exploitation images, including images generated or digitally altered by AI, with specified exceptions",false,false,
segment:1555_4,Segment,Segment 4,,,,,,,,,1555,4,"Imposes fines and imprisonment for employing or coercing a minor, or a guardian of a minor to permit the minor, to engage in the creation of AI-generated content involving child sexual conduct, with exceptions for legally emancipated minors and lawful conduct between spouses.",false,false,
segment:1555_5,Segment,Segment 5,,,,,,,,,1555,5,"Amends Penal Code to allows forfeiture of AI-generated depictions involving minors engaging in sexual conduct that is in the possession of city, county, or state officials or agencies and allows destruction of AI-generated materials regardless of criminal conviction.",false,false,
segment:1555_6,Segment,Segment 6,,,,,,,,,1555,6,Specifies no reimbursement due to new or altered crimes. Requires Assembly Bill 1831 enactment by 2025.,false,true,
segment:1556_1,Segment,Segment 1,,,,,,,,,1556,1,"States that no individual or group should be discriminated against by AI systems, encourages agency collaboration and the creation of public-private partnerships to train the AI workforce, and directs state agencies to protect people from generative AI risks, including through rulemaking or clarification of the applicability of existing rules to AI",false,false,
segment:1556_2,Segment,Segment 2,,,,,,,,,1556,2,Defines artificial intelligence and generative artificial intelligence,false,false,
segment:1556_3,Segment,Segment 3,,,,,,,,,1556,3,Directs the Department of Technology to update a report to the Governor about generative AI risks. Directs the Office of Emergency Services to perform a risk analysis of potential threats posed by the use of generative AI to California’s critical infrastructure and summarize the analysis for the Legislature annually. Instructs state agencies to explore potential effective generative AI use cases while ensuring compliance with state procurement policies.,false,false,
segment:1556_4,Segment,Segment 4,,,,,,,,,1556,4,Directs state agencies to implement disclaimers and human contact information in communications generated by generative AI,false,false,
segment:1558_1,Segment,Segment 1,,,,,,,,,1558,1,"Enacts the California AI Transparency Act and defines terms related to AI systems, providers, and data provenance for the purposes of the act.",false,false,
segment:1558_2,Segment,Segment 2,,,,,,,,,1558,2,"Requires covered providers to offer a free AI detection tool that allows users to determine whether content was created or altered by the provider’s generative AI system, and sets requirements for the tool, such as displaying system provenance data and protecting personal provenance data.",false,false,
segment:1558_3,Segment,Segment 3,,,,,,,,,1558,3,"Requires collection of user feedback on AI detection tool efficacy and prohibits retention of personal information or submitted content, except for limited opt-in contact information.",false,false,
segment:1558_4,Segment,Segment 4,,,,,,,,,1558,4,"Requires covered providers to offer both manifest and latent disclosures in AI-generated content that are clear, permanent, and include metadata identifying the provider and model version.",false,false,
segment:1558_5,Segment,Segment 5,,,,,,,,,1558,5,"Requires covered providers to contractually ensure third-party licensees maintain content disclosure features, mandates license revocation if disclosure capabilities are disabled, and obligates licensees to cease using the system.",false,false,
segment:1558_6,Segment,Segment 6,,,,,,,,,1558,6,"Imposes a $5,000 penalty per violation, enforceable by public prosecutors, treats each day of noncompliance as a separate violation, and authorizes injunctive relief and recovery of attorneys’ fees.",false,false,
segment:1558_7,Segment,Segment 7,,,,,,,,,1558,7,"Exempts products and services providing exclusively non-user-generated content, and sets the act's operative date on January 1, 2026.",false,false,
segment:1560_1,Segment,Segment 1,,,,,,,,,1560,1,"Requires a person placing a call through the use of an automatic dialing-announcing device to make an unrecorded, natural voice announcement before using AI-generated voices in calls and disconnect the device upon termination of the call.",false,false,
segment:1560_2,Segment,Segment 2,,,,,,,,,1560,2,Specifies no reimbursement required for costs due to changes in crime definitions or penalties.,false,true,
segment:1562_1,Segment,Segment 1,,,,,,,,,1562,1,Adds obligations for public transit employers to notify workforce representatives before procuring autonomous vehicle technology.,false,false,
segment:1562_2,Segment,Segment 2,,,,,,,,,1562,2,Requires collective bargaining to commence under specific conditions between the public transit employer and exclusive employee representative on topics related to autonomous vehicle technology and grants the Public Employment Relations Board the jurisdiction to process violations and take actions necessary to carry out this chapter,false,false,
segment:1579_1,Segment,Segment 1,,,,,,,,,1579,1,Adds requirements for notices and accurate naming of partial driving automation features to avoid misleading advertisements.,false,false,
segment:1579_2,Segment,Segment 2,,,,,,,,,1579,2,Specifies no reimbursement needed for costs due to crime-related changes per California constitutional provisions.,false,false,
segment:1588_1,Segment,Segment 1,,,,,,,,,1588,1,"Amends requirements for testing autonomous vehicles, mandates reporting collisions and violations, assigns unique identification numbers.",false,false,
segment:1588_2,Segment,Segment 2,,,,,,,,,1588,2,Requires autonomous vehicle testers to notify law enforcement 14-60 days before public road testing.,false,false,
segment:1588_3,Segment,Segment 3,,,,,,,,,1588,3,"Prohibits operating vehicles with sound-muffling headsets on public highways, with specified exemptions and effective dates.",false,true,
segment:1613_1,Segment,Segment 1,,,,,,,,,1613,1,Authorizes autonomous and teleoperated commercial vehicles through automated driving and teleoperation systems in Alabama.,false,false,
segment:1613_2,Segment,Segment 2,,,,,,,,,1613,2,"Governs automated commercial vehicles exclusively, authorizes Department of Transportation jurisdiction, and prohibits additional local requirements.",false,false,
segment:1613_3,Segment,Segment 3,,,,,,,,,1613,3,"Allows automated commercial vehicles to operate without drivers if they meet specific safety, registration, and insurance criteria.",false,false,
segment:1613_4,Segment,Segment 4,,,,,,,,,1613,4,Designates the vehicle owner or lessee as the operator; licenses the automated system; mandates accident reporting.,false,false,
segment:1613_5,Segment,Segment 5,,,,,,,,,1613,5,"Permits teleoperated commercial vehicles with remote drivers; requires licensing, compliance with laws, and accountability in accidents.",false,false,
segment:1613_6,Segment,Segment 6,,,,,,,,,1613,6,Requires compliance with federal law and motor vehicle safety standards for teleoperated commercial vehicles.,false,false,
segment:1621_1,Segment,Segment 1,,,,,,,,,1621,1,"Defines terms related to automated driving systems, vehicles, and operational constraints for Iowa's motor vehicle law.",false,false,
segment:1621_2,Segment,Segment 2,,,,,,,,,1621,2,"Permits driverless vehicles if regulations met, requires compliance, allows systems with drivers, grants system task fulfillment.",false,false,
segment:1621_3,Segment,Segment 3,,,,,,,,,1621,3,Requires system-equipped vehicles to have financial liability coverage and mandates accident compliance and reporting.,false,false,
segment:1621_4,Segment,Segment 4,,,,,,,,,1621,4,"Allows operation of on-demand driverless-capable vehicle networks for transporting persons, goods, or public services.",false,false,
segment:1621_5,Segment,Segment 5,,,,,,,,,1621,5,Regulates automated driving systems exclusively through the department; prohibits additional local requirements or taxes.,false,false,
segment:1625_1,Segment,Segment 1,,,,,,,,,1625,1,"Establishes the ""New Jersey Advanced Autonomous Vehicle Task Force"" to study and recommend laws for autonomous vehicles.",false,false,
segment:1625_2,Segment,Segment 2,,,,,,,,,1625,2,"Requires the task force to evaluate, recommend, and report on autonomous vehicle laws and policies within 180 days.",false,false,
segment:1658_1,Segment,Segment 1,,,,,,,,,1658,1,Requires the commission to form a work group for autonomous vehicle policy recommendations with diverse stakeholders.,false,false,
segment:1658_2,Segment,Segment 2,,,,,,,,,1658,2,Requires monitoring autonomous vehicle developments and exploring policy changes to ensure safety and readiness.,false,false,
segment:1658_3,Segment,Segment 3,,,,,,,,,1658,3,"Establishes a work group to develop recommendations for autonomous vehicle policy, laws, and rules.",false,true,
segment:1663_1,Segment,Segment 1,,,,,,,,,1663,1,Authorizes Livermore Amador Valley Transit to test driverless SAVs in Dublin under specific conditions.,false,false,
segment:1663_2,Segment,Segment 2,,,,,,,,,1663,2,"Requires submission of detailed testing program description, certifications, evidence, vehicle identification, communication, and law enforcement interaction plan.",false,false,
segment:1663_3,Segment,Segment 3,,,,,,,,,1663,3,Requires data collection for safety evaluation of autonomous vehicles in designated areas.,false,false,
segment:1664_1,Segment,Segment 1,,,,,,,,,1664,1,"Defines terminology and roles for autonomous vehicles, manufacturers, testers, and operational limits for automated systems.",false,false,
segment:1664_2,Segment,Segment 2,,,,,,,,,1664,2,"Establishes a pilot program for municipalities to test fully autonomous vehicles, requiring specific agreements and criteria.",false,false,
segment:1664_3,Segment,Segment 3,,,,,,,,,1664,3,"Requires operators to monitor and control, register vehicles, and comply with safety standards during testing.",false,false,
segment:1664_4,Segment,Segment 4,,,,,,,,,1664,4,"Establishes a task force to study, evaluate, and recommend regulations for fully autonomous vehicles.",false,false,
segment:1678_1,Segment,Segment 1,,,,,,,,,1678,1,,false,true,
segment:1678_2,Segment,Segment 2,,,,,,,,,1678,2,Creates quarterly reporting for covered persons engaging in AI model training exceeding 10^26 operations or acquiring computing clusters that meet specified computational thresholds.,false,false,
segment:1678_3,Segment,Segment 3,,,,,,,,,1678,3,"Requires covered U.S. persons to submit quarterly notifications to BIS about applicable activities, respond to questions within 30 days, and resubmit revisions within 14 calendar days.",false,false,
segment:1678_4,Segment,Segment 4,,,,,,,,,1678,4,Requires covered persons to respond to clarification questions within seven days and mandates quarterly affirmations if the covered person has no applicable activities to report.,false,false,
segment:1678_5,Segment,Segment 5,,,,,,,,,1678,5,"Specifies topics that covered persons must address, including any ongoing or planned activities related to training or developing dual-use foundation models, and the red-team testing results of any developed dual-use foundation model.",false,false,
segment:1678_6,Segment,Segment 6,,,,,,,,,1678,6,"Defines AI red-teaming, AI model, AI system, artificial intelligence, and company for reporting purposes.",false,false,
segment:1678_7,Segment,Segment 7,,,,,,,,,1678,7,"Defines ""Covered U.S. person"" and ""Dual-use foundation model"" with specific criteria and potential risks.",false,false,
segment:1678_8,Segment,Segment 8,,,,,,,,,1678,8,"Defines ""large-scale computing cluster"" and ""model weights"" and clarifies ""training"".",false,false,
segment:1679_1,Segment,Segment 1,,,,,,,,,1679,1,Names the Act as the “Modernizing Data Practices to Improve Government Act”.,false,false,
segment:1679_2,Segment,Segment 2,,,,,,,,,1679,2,Amends definitions to include artificial intelligence and data governance in government data practices.,false,false,
segment:1679_3,Segment,Segment 3,,,,,,,,,1679,3,"Amends Chief Data Officer qualifications and revives law retroactively if repealed, effective December 14, 2024.",false,false,
segment:1679_4,Segment,Segment 4,,,,,,,,,1679,4,"Amends data governance to evaluate technology, ensure transparency, and support secure AI use in agencies.",false,false,
segment:1679_5,Segment,Segment 5,,,,,,,,,1679,5,Requires the Council to submit reports on data governance and AI to relevant Senate and House committees.,false,false,
segment:1680_1,Segment,Segment 1,,,,,,,,,1680,1,Cites the Act as the “Improving Diagnosis in Medicine Act of 2024”.,false,false,
segment:1680_2,Segment,Segment 2,,,,,,,,,1680,2,Establishes a program to assess diagnostic errors and develop improvement strategies for diagnostic safety and quality.,false,false,
segment:1680_3,Segment,Segment 3,,,,,,,,,1680,3,"Includes research, translation, implementation, dissemination, diagnostic excellence centers, financial assistance, and stakeholder engagement activities.",false,false,
segment:1680_4,Segment,Segment 4,,,,,,,,,1680,4,"Authorize appropriations of increasing funds from 2025 to 2029, with specified reservations and availability.",false,false,
segment:1680_5,Segment,Segment 5,,,,,,,,,1680,5,Amends the Public Health Service Act to include diagnostic safety and quality in research programs.,false,false,
segment:1680_6,Segment,Segment 6,,,,,,,,,1680,6,Amends the Public Health Service Act to include diagnostic safety and quality in quality measure development.,false,false,
segment:1680_7,Segment,Segment 7,,,,,,,,,1680,7,Amends the act to require expert panel consultation for enhancing diagnostic safety and quality data.,false,false,
segment:1680_8,Segment,Segment 8,,,,,,,,,1680,8,"Establishes an interagency council to improve diagnosis in healthcare by enhancing research, identifying barriers, and promoting collaboration.",false,false,
segment:1680_9,Segment,Segment 9,,,,,,,,,1680,9,"Requires developing a strategic plan to improve healthcare diagnosis within 18 months, with biennial updates.",false,false,
segment:1680_10,Segment,Segment 10,,,,,,,,,1680,10,Mandates a study on diagnostic disparities and recommends actions; authorizes $1.5M funding for 2025.,false,false,
segment:1681_1,Segment,Segment 1,,,,,,,,,1681,1,,true,false,
segment:1681_2,Segment,Segment 2,,,,,,,,,1681,2,"Amends penalties for mail, wire, and bank fraud committed using AI, increasing fines and imprisonment terms.",false,false,
segment:1681_3,Segment,Segment 3,,,,,,,,,1681,3,Defines 'artificial intelligence' using the National Artificial Intelligence Initiative Act of 2020 definition.,false,false,
segment:1681_4,Segment,Segment 4,,,,,,,,,1681,4,"Increases penalties for AI-assisted money laundering, introducing fines up to $1 million or triple the value of the funds involved, and up to 20 years in prison.",false,false,
segment:1684_1,Segment,Segment 1,,,,,,,,,1684,1,Amends the State Department Act to establish a Deputy Secretary for Economic Security.,false,false,
segment:1684_2,Segment,Segment 2,,,,,,,,,1684,2,"Amends the State Department Basic Authorities Act to update titles, numerical limits, and reporting structures.",false,false,
segment:1684_3,Segment,Segment 3,,,,,,,,,1684,3,"Establishes Deputy Secretary for Economic Security, transferring duties, redesignating roles, and relocating positions within the State Department.",false,false,
segment:1684_4,Segment,Segment 4,,,,,,,,,1684,4,"Establishes new Assistant Secretaries for Strategic Foreign Assistance and Technology Security, transferring relevant assets and duties.",false,false,
segment:1684_5,Segment,Segment 5,,,,,,,,,1684,5,"Establishes an Office for economic analysis, targeting, and a database to enhance U.S. economic security.",false,false,
segment:1684_6,Segment,Segment 6,,,,,,,,,1684,6,Authorizes $10 million for Deputy Secretary and $30 million annually for Economic Analysis and AI tools.,false,false,
